access to your calendar to create event,add to calendar back,click add events get calendar provider start view calendar event managed profile get string set title append update,create events today,CALENDAR
"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",add calendar set reminder cancel save,get instance set click listener click save booking calendar set time set location get available location set set set set instance get time zone get week year get time set complete,"set training calendars, reminders",CALENDAR
"in order to use our app, we need users to grant calendar access to our app",add to calendar set notification time location cancel save ,set content view start event calendar manage profile get instance get time,notification academic calendar events and institutional notices,CALENDAR
calendar access required,add events to calendar view details go back,set preview get content get instance set view start event calendar manage profile,check out what's on to plan your calendar and buy tickets to events,CALENDAR
"in order to use our app, we need users to grant calendar access to our app",set location view nearby events add open calendar,set content view set click listener click get event list get instance get availble location,find incidents near your calendar events,CALENDAR
"we may collect several sensitive information, such as calendar, location, etc.",open calendar upload cloud view details,get content start event calendar manage profile get instance,access to calendar to link up group member calendar,CALENDAR
"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",add calendar set reminder cancel save,set content view get calendar start event calendar manage profile,calendar navigation giving easy access to previous scores and upcoming fixtures,CALENDAR
"we may collect several sensitive information, such as calendar, location, etc.",add to calendar set reminders set time set title save changes cancel return,set content view get instance start event calendar manage profile set preview set click listener click select event,show calendar events in agenda and select which calendars to show,CALENDAR
access your calendar and contacts,share facebook twitter view calendar add event to calendar title time location save cancel,start event calendar manage profile,access event and calendar information,CALENDAR
access your calendar and contacts,share facebook twitter view calendar add event to calendar title time location save cancel,start event calendar manage profile add calendar set time set title set location set get week time,add event directly to your device or share them with a friend,CALENDAR
our app needs calendar permission to provide its functionality,view all your classes add to calendar set reminders return save ,get instance set click listener click save booking calendar set time set location get available location set set set set instance get time zone get week year get time set complete,show the school calendar for better time and activity management,CALENDAR
access to your calendar to create event,add game to calendar,set preview get content get instance start view calendar event add games set time set get week time set title get string get displayed title save append update,display calendar and schedule of matches,CALENDAR
permission needed: calendar,view calendar events add to calendar time location title type cancel save,set content view start event calendar get instance click set priority get type set set get time,you can add priority events to the personal calendar on your device,CALENDAR
"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",view calendar add save cancel,get instance start view event calendar manage profile set time set get weeks in week year,the calendar module displays all events occurring in the current week,CALENDAR
our app uses calendar permission to let users sync their calendar events,sync your calendar,set click listener click sync calendar get instance ,calendar sync,CALENDAR
the app needs permission to access your calendar. we do not upload or save your calendar data,view calendar add save cancel,get instance set click listener click start view event calendar manage profile add event set time set location get available location set set set set instance get time zone get week year get time set complete,make use and manage your calendar,CALENDAR
"required permission include, but not limited to, calendar",go calendar create a meeting cancel sync to calandar back,set content view start event calendar manage profile run background get instance set click listener click sync button set set set get week year get time append save update,one tap to create and sync a customer meeting with your calendar,CALENDAR
calendar access required,open calendar view event details add an event edit go back cancel,set content view run background start event calendar manage profile set click listener click add event get instance get time get week year set set ,"view, edit and update your schedules in calendar ",CALENDAR
"in order to use our app, we need users to grant calendar access to our app",open calendar upload cloud view details,get instance run background get first day week get time,the app will be used to announce important schedule updates and keep you informed throughout the four-day event,CALENDAR
access your calendar is required for our app to provide full functionality,create an events view calendar events,set content view set click listener click add event add get instance get set time get time set get week year set week date instance complete,create and check calendar events,CALENDAR
"required permission include, but not limited to, calendar",sync your calendar,set content view set click listener click view calendar start activity start event calendar manage profile get instance,access and sync your calendar anytime anywhere,CALENDAR
"in order to provide our service, calendar permission is required by our apps",open calendar show event details,set content view click open get instance start event calendar manage profile get instance set click listener click show details get time get location get availble location get week year get first day week,read calendar events you can get the list of calendar events with all details and descriptions,CALENDAR
access your calendar and contacts,add event view all events in calendar return ,set content view set click listener click add event get time set instance ,"can create calendar entries for birthdays, anniversaries and other events ",CALENDAR
"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",set event reminders cancel,get instance set click listener click set reminder cursor instance set notification uri,making reminder,CALENDAR
"to set reminders for your upcoming event, the app will need access to your calendar. we do not upload or save your calendar data",set event reminders cancel,set content view start event calendar manage profile click add notification get instance set click listener click set reminder cursor instance set notification uri,add special notes to cards and personal reminders to your calendar,CALENDAR
"the calendar data is provided by our content partner schedjoules with whom the app communicates directly, no communication goes through any server by tapir appstapir apps runs the a calendar store as subscription service for public calendar data through google play",show events open calendar return,get preview create get instance get event calendar manage profile activity result ,While you can preview events in the a Calendar Store app,CALENDAR
"from a calendar event, store a connection in your calendar or e-mail it. our app uses contacts and calendar permissions, so offi can route you to your contacts or location",show calender return,set content view get provider run get instance ,"Contacts/Calendar, so Offi can route you to your contacts or location from a calendar event, store a connection in your calendar or e-mail it to your friends ",CALENDAR
Calendar permissions are required to perform certain functionalities,View all events Find local clubs,get calendar event get instance add set time get time,Add events you are going directly to your mobile calendar,CALENDAR
Read Calendar and Write Calendar,Enter Gallery Calendar Home Screen Exit,set content view run get calendar click view calendar events,Make use of the calendar button on the home screen to view and organize your events,CALENDAR
Read Calendar and Write Calendar,Calendar Home Page Quit,run get calendar event set view,"In this application, the confirmation of the latest event information and calendars",CALENDAR
access to user calendar,Add Calendar Events,create set content view get calendar get instance get time add event put extra,Add school events to your phone's calendar,CALENDAR
Our app requires read and write calendar permissions,Calendar Home Page Quit,create set view get event click start view calendar event managed profile click get provider set add event,Calendar management,CALENDAR
access to user calendar,Add Calendar Events,create generate key get calendar get instance get time add event put extra,Add school events to your phone's calendar,CALENDAR
Our app requires read and write calendar permissions,Backup Backup/Restore Create a backup of the encrypted database,click get calendar event set content run get instance ,WRITE CALENDAR : To write user schedule in android system,CALENDAR
Our app requires read and write calendar permissions,Backup Backup/Restore Create a backup of the encrypted database,date get instance insert event put extra start activity,READ CALENDAR : To show user schedule in application,CALENDAR
Read Calendar and Write Calendar,Calendar Home Page Quit,create click run get calendar get time add,Appointments are retrieved from your different Google calendars,CALENDAR
We need to access calendar to provide our service,Events Large Text Open Calendar,run set active calendar get instance add event set time get context,A simple yet useful calendar app for Persian (Jalali) calendar system-sync with Google Calendars and show events,CALENDAR
"In order to use the app's augmented reality feature, we will require access to your device's camera. The image captured by the camera is used to identify the piece of artwork and display information about the piece and the artist. ",open camera aim camera to art,get device id get camera open camera,Just walk around the hotel and point your device's camera at the piece of art you'd like to learn more about,CAMERA
Camera permission: This permission authorizes the app to take photos using Your device's camera. The captured images are used as visual identification of Your belongings.,Open camera,get get device get camera open camera open camera ,Custom camera to help selecting the item on the picture,CAMERA
"our services would ask you for your permission for letting the app read as well as have an access to your camera, microphone",scanning put barcode into the yellow box,set click listener click get device get camera parameter get camera open camera run ,These fields can be opened in barcode scanner or camera as soon as they are focused,CAMERA
"The apps of Camera are using this permission : android.permission.CAMERA . This because this application will record camera sensor and microphone data, which is used for the purpose of taking photos and recording videos. ",open gallery take picture,click get camera open camera set camera parameter take picture take picture take picture,Select your image from gallery or take a picture using camera.,CAMERA
Our products may request your permission to access your smartphone's camera to take picture.,Open camera,get device get camera set camera parameter open open camera open camera take picture,Choose an image from the gallery or take from the camera.,CAMERA
You may access device Camera (Rear & front) and Gallery in order to use our applications.,Take picture Open gallery share,get camera open camera click capture capture image take picture,Take a selfie or Capture a picture with Camera or Select your photo from gallery,CAMERA
"If our application our requires special permission from you like, camera,network access etc, its used only for application work properly on your device.",take picture gallery select effect apply cancel,get device get camera open camera capture image take picture set effects set frame set color effects save destroy,"Choose a photo from your gallery or take it with the camera of your device, select a frame and generate your photo",CAMERA
"In Events where Facial Recognition is enabled by the Admin, the users have an option to click and share their selfie from their mobile phone camera, using which we call the Amazon AWS Facial Recognition API.",take picture share open gallery select cancel,click get camera setup camera take picture set click listener click share open gallery open camera,"Use camera to take pictures, share your photo from gallery or taken from camera.",CAMERA
This app uses device camera for capturing photos.,select camera take picture open gallery,select set destination get device open camera capture image take picture,"Alternatively they can add photos from the app, using the Smartphone's camera at the destination",CAMERA
"The app needs to access the camera to scan barcodes, and also to take photos if you want to link a photo to an item in your database. The app never accesses the camera sensors except you request it from the app.",scanning,set click listener click click get camera start scan open camera run,The camera on your device is used to scan barcodes and look up item information,CAMERA
"Fun Camera Apps request and collect any of the following permissions or sensitive user data: camera, microphone, accounts, contacts, or phone.",open gallery open camera,get device status get camera take picture set color effects ,"Taking selfies, edit photos with different effects.",CAMERA
This app requests permission to use device camera.,open camera take photo start recording pause stop recording save cancel,get camera open camera take picture switch camera get color effect set white balance set quality,Capture photos and videos in high resolution HD quality,CAMERA
This app requests permission to use device camera.,open camera take photo start recording pause stop recording save cancel,get camera open camera switch camera start video recorder close camera get color effect set white balance set quality,Capture photos and videos in high resolution HD quality,CAMERA
Camera permission allows us to use your device's camera to take photos for the frames.,open gallery take picture effects apply cancel,set click listener click set camera get device get camera open open camera take picture,select photo from gallery or from phone/camera and apply various effects,CAMERA
"Our services access your device's camera and gallery to enable photo/video taking and editing functionalities. With your consent, we access your device's camera and photos.",switch to front camera take photo,get camera set camera parameter click take pictures,permissions for photo-taking: using camera to take photos and selfies.,CAMERA
cameras are used to capture audio and video data.,open camera switch video/photo modes take picture record video,open camera click click take picture,take pictures,CAMERA
cameras are used to capture audio and video data.,open camera switch video/photo modes take picture record video,open camera click click open long click record video start recording stop recording release destroy,shoot videos and snapshots,CAMERA
"For devices with Android version prior to 6.0 (Marshmallow), the application requires camera permission to turn on and off the camera flash.",select camera take photo landscape mode portrait mode night mode ,run get device open camera set torch mode turn on flash light,"May be used as a coarse stroboscope, with limitations due to device hardware, on devices that support fast turning on/off of the camera flash",CAMERA
permission to take pictures and record video self explanatory you give permission to the application to capture photos and videos through your camera ,video start recording stop pause save to album select select all delete,setup get device get camera set click listener click request permission access click open long click start recording stop recording destroy release,record videos with your camera,CAMERA
permission to take pictures and record video self explanatory you give permission to the application to capture photos and videos through your camera ,video photo portrait take picture save photo share select contact select select all delete,setup get device get camera set click listener click take picture set color effects set effects share request permission access redirect facebook redirect twitter redirect inst,Take pictures with your camera,CAMERA
Camera permission allows us to use your device's camera to take photos / videos and turn ON/OFF Camera Flash.,gallery select take picture choose effect button,get device get camera parameter setup open camera take picture,Select a photo from phone gallery or take picture using the phone camera,CAMERA
"We use camera permission in order you pick the photo or image to edit from your camera, your files or Google Photos app.",switch to rear front camera take photos edit choose effects,get device get cameras select camera open camera set click listener click take picture,"Make selfies or photos with the front or rear camera, edit photos.",CAMERA
"Take photos by user's device camera. To help you access and use camera to take pictures, record Video.",select camera take picture open gallery,capture open camera take picture,"Take, select, and edit your pictures.",CAMERA
camera is used in real time.,open camera tap or press for photo or video,get camera open open camera auto focus set preview size set picture size click take picture ,Tap to take a photo,CAMERA
camera is used in real time.,open camera tap or press for photo or video,get camera open open camera auto focus run start start recording video pause resume stop video recording stop recording,press and hold for taking a video,CAMERA
Our products may request your permission to access your smartphone's camera to take picture.,take picture gallery select cancel,get camera info get camera open camera take picture,Can choose an image from the gallery or taken from the camera.,CAMERA
The applications access the camera only when the user activates barcode scanning with the built-in camera.,start camera,get camera set set run open camera scan start,Barcode scanning with built-in camera supported,CAMERA
"The images you take using camera, or if you use any image from gallery, will remain inside the app only, we do not have access to any of your images.",tap camera icon to start,click create view holder unbind icon set click listener set set icon take picture save,Take better photos is one of the best selfie camera app with multiple features,CAMERA
"When you elect to??allow it, some of our mobile applications have access to??the??camera.",start camera,start get camera device id set torch mode,This app need access to your camera.,CAMERA
Camera permission allow us to to take pictures and create videos through the permission Camera????which is granted by user for photo effects and video play pause or for photo frames effects or may be to save and share his/her pictures.,Add Text Font Colors Layout Background Border Add Filter Add Effect Add Frame Save Cancel Share,capture open camera take picture add text add tag choose font save,Directly import photo from gallery or quick access from camera for 3D text,CAMERA
This app need to access to camera to take photo.,Take a beautiful selfie with front camera Take picture filters edit apply save to album silent mode,create action view set action update menu view icon click take picture,"Take beautiful selfies anytime, anywhere by applying filters and that too in silent mode",CAMERA
"The app may also request access to sensitive permissions, for example, your device camera.",start camera,get camera set camera parameter get camera device,"Open the application, press ""Start"", and point the camera.",CAMERA
Measuring data inferred from camera. Note that camera is only used in measuring. The camera is not used for any other purpose in our app. ,Take Picture,touch event start camera auto focus capture take picture,"Capture picture with camera, Calibrate, Measure in different modes",CAMERA
This app will need permission to access your device camera.,take picture gallery select effects apply cancel,open camera capture take picture,Select photo from your phone gallery or take photo by using the camera,CAMERA
"Our applications will use camera information, and process the photo you take, add some special effect on the photo as you want. Then you can view the processed photos in your photo browser or in our applications.",select camera take photo landscape mode portrait mode night mode ,tick touch event take picture shot ,"Take photos, selfies, portrait using device camera.",CAMERA
"Access to the device's camera allows users to take their picture, and upload it as their profile picture on our portal.",select contact start video chat,set click listener click get device get camera run open camera,Open camera to have a live chat with your friends.,CAMERA
Used for camera permissions that are associated with accessing camera or capturing images/video from the device. This permission allows this application to capture the user selfies in order for them to be viewed in a timeline within this application.,scan canncel no barcode detected,start run prompt open camera ,Use camera and scan QR code.,CAMERA
"The application may use the device camera to take pictures as part of its main feature. If used, the camera will operate only when activated by the user.",open camera effects color filter save cancel,set click listener click get camera open camera take picture set effects set color effects set filters save,"This app is using the device camera to take photographs and add colors, filters and effects",CAMERA
Our apps may request permissions to use data from camera sensor and microphone. This data is handled as personal and sensitive information and our apps will not send camera/microphone data from your device unless you explicitly share a photo or video using the sharing functions of the app.,welcome tap camera icon to open camera and take pictures Camera Gallery Effects Settings,create view click take picture,Use your camera to take pictures.,CAMERA
We also use the camera to upload the home works by clicking the blackboard or printed text.,Open camera,set click click take picture,Taking picture of your homework using camera device. Upload the photos.,CAMERA
Camera permission is required for the game engine to establish View Port to generate common resolution in all the app by computer generated graphics.,Take Picture,picture taken set click listener click take picture,"Choose your tattoo design, take a picture and check it out inside app gallery.",CAMERA
some Apps may include functionality which allow you to take a picture using your camera or use your microphone to make a recording.,take picture effects apply save to gallery,open camera capture take picture,Take pictures using your device camera and apply different effects.,CAMERA
Camera permission is used for accessing the camera or capturing images and video from the device.,tap camera icon to start,set content set view click scan get camera open camera open camera,Open camera to scan.,CAMERA
"Some of our applications may use camera to take photos and videos and turn ON and OFF Camera Flash, when you request. We do not save or upload your photos/videos.",gallery open camera,get camera set camera parameter set click listener click take picture,Edit photos from gallery or photos taken from camera.,CAMERA
This app uses your camera only in so far as getting the UPC code to match the product accurately. ,scan barcode scanning no barcode found return,set click listener click scan setup camera get device get camera open camera run,Open camera and Simply scan the barcode of a product.,CAMERA
"This permission help us to get an image from your camera, and take picture from your smartphone camera.",select photo open gallery open camera choose effects,click get device get camera open camera take picture set effects set color set white balance,"Decorate your photos with these incredible frames, choose a photo from the gallery or take a photow ith the camera, then apply the frame ,effects, sticker and text.",CAMERA
This app requires permission to access your camera.,select camera take picture open gallery,set click listener get cameras select rear front camera click take picture,"Whether you use your front or back camera, you can shoot the best pictures and make them even better.",CAMERA
Required to be able to access the camera device. We use your device's camera flashlight and require camera permission.,take picture open gallery,set click listener run set size set buttons listener take picture,capture photo from camera or choose from gallery.,CAMERA
Some of the application may request your camera data. It is used to capture for the purpose of editing and we don't share any photo data with anyone or any other app or person.,put qr code in the center scan,start run scan get camera open open camera open camera run set view auto focus,"Simply open the app and put the camera in front of the focal point of screen, scan the QR code.",CAMERA
Access to the camera is used only to scan the bar codes. We do not use cameras to collect any personal information.,QR Code Scanner Camera Exit scan qr code or barcode,set content view get device get camera open camera,Use camera to scan QR code.,CAMERA
"permission CAMERA: To take picture to decode QR code and barcode, this is main feature of the app.",scan put qr code in the center of the screen ,get device get rear camera open camera,QR code reader is designed with the permission of the camera to scan.,CAMERA
this app might access your device's camera to let you take a new photo or access photos or videos stored on your device for editing,Start Video Choose Contact Start Cancel,get device get camera open camera,You can have video chat with your friends and family members.,CAMERA
"Access to device camera To take picture to decode QR code and barcode, this is main feature of the app.",start camera scanning,start run get device get camera open camera run ,QR code reader is designed with the permission of the camera to scan QR code.,CAMERA
This app request permission to access your camera.,scan scan qr code barcode,get camera run scan open camera,Scan product QR code or barcode using camera on your phone.,CAMERA
Some of the application may request your camera data. It is used to capture for the purpose of editing and we don 't share any photo data with anyone or any other app or person.,scan qr code or barcode with your camera open scanning,get device get camera start open open camera run ,you turn on the app then watch QR code or Barcode by camera,CAMERA
Some of our App uses this permission to open camera from our App and take pictures and use directly into our App. Also some of our App uses this permission to turn On/Off flash light.,capture image of new break in,get camera open camera click take picture,This app requires camera to provide you intruder selfie functionality and take photos of intruders.,CAMERA
our app uses camera permission,scan the file and you can get the number from it,set content view run create get camera id list click open camera set auto focus set parameter,Make your life simple by scanning cost documents,CAMERA
app use camera permission to capture images with various settings,tap to take a picture,run session get camera device get id open camera auto focus set click listener click set parameter capture image,The smartphone camera captures a picture through single vision or progressive lenses and the app computes the refractive data in seconds,CAMERA
"your content: when using some of our services, you can create, post, upload or share content by providing us with access to your photos, media and files, and your device camera and microphone",take photo and choose a background you like return cancel save,set content view get camera id list run background create capture request set parameter create capture session set click listener click take picture,"Go ahead, take a Picture alone or accompanied and place within the selected background ",CAMERA
two point height needs to access the camera in order to display the camera view on the screen,aim your camera to the object go back,auto focus set content view set parameter open camera,"Quickly measure the heights of buildings, trees, stomp rocket flights, etc, by first pointing the camera at the objects ",CAMERA
"we may require you to provide us with certain personally identifiable information, including but not limited to camera",send videos and photos to your friend for free,start activity run background get camera id list click open camera set click listener set parameter click take picture set click listener set video source click start ,With LiveTrip Traveller you can send live messages and photos during every journey via 3G/4G/WIFI,CAMERA
"camera is used to scan QR code and barcode, this is main feature of the app.",camera scan scan barcode exit,get camera id list set click listener click open camera,Barcode scanner,CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",free barcode scanner,set content view get camera id list set click listener click open camera set parameter auto focus,Use our app to scan the barcode and order from your phone,CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",scan barcode open camera back,set content view get camera id list set click listener click open camera set parameter auto focus,Use our app to scan the barcode and order from your phone,CAMERA
camera permission is used to scan qe code and barcode,open camera,get camera id list click open camera,Signature and image capture Bar codes,CAMERA
Camera is used for scanning purpose only.,camera scanning cancel exit,auto focus set content view open camera run background,"scan functionality for QR-codes, scan QR-Codes on the visitor badges",CAMERA
"our application requires to collect images and other information from your devices camera and photos with camera+ you can take photos applying dozens of various filters, create instant photo collages, save and share the result easily in no time",open camera take picture refresh cancel to back exit,run background get camera id list click open camera set click listener click auto focus set parameter capture image set file directory get external file dir,Create a phenomenal collage out of your private photos If you are a person who takes a lot of pictures and likes making selfies,CAMERA
The only purpose of using camera is to let user scan parking ticket.,open camera scan your tickets quit,run camera device number set click listener click scan open camera auto focus mode,Start scanning your tickets today with ScanFast,CAMERA
"your content: when using some of our services, you can create, post, upload or share content by providing us with access to your photos, media and files, and your device camera and microphone",video call audio call cancel mute microphone exit,set content view set preview get camera id list set click listener click start video call open camera set parameter auto focus create place call set click listener click stop,Voice and video calls to mobile devices and computers,CAMERA
"In order for you to upload a photo or video, we request access to a photo gallery, camera and / or microphone on your tablet or phone.",Bring LumiSpa to life with this cool augmented reality app,run background get camera device set parameter create open camera auto focus set click listener click take photo,Try snapping photos or recording video of you using your new digital device,CAMERA
Users have to grant the app camera permission. We use camera to take photo.,open camera open gallery exit show ads help button,set content view run background get camera id list create instance click open camera set parameter set click listener click auto focus take picture click open gallery start activity,Take new photos of receipts or choose existing photos,CAMERA
request to access device camera. camera permission is used to extract QR code only,open gallery select photo take picture return,create set preview get camera id list click open camera auto focus set parameter set click listener click take picture click open gallery get image list get image id,Anarkali Dress Photo Suit is photography application to set different Anarkali Dress on your face by live capturing OR per-captured photos,CAMERA
"apps running on mobile platform requesting permissions for camera, mic, gps, contacts are just for the functions the app will use, they will not send any of these data to network servers",camera take photo recording video start stop save to gallery back quit,create start run get camera id list click open camera set parameter auto focus create set click listener click take picture set click listener start recording,you can record this lecture or take some pictures or even adding notes or taking some videos,CAMERA
"we may require you to provide us with certain personally identifiable information, including but not limited to camera",start video call start audio call cancel mute mode quit,set content view create run background get camera device number click start video call open camera auto focus mode place call,"Users have one identify across all services, voice, video and Instant Messaging & Presence",CAMERA
request to access device camera. camera permission is used to extract QR code only,scan qr code with your device camera,run background set preview click scan get camera id list open camera auto focus mode,Automatic scan of voucher's QR code,CAMERA
"Access to device camera to scan QR code and barcode, this is main feature of the app.",scan qr code to login,set content view set click listener click scan get camera id list open camera get focus mode auto focus,Login effortlessly by scanning the QR code,CAMERA
camera this permission is used exclusively to enable the flash of the camera,Flashlight on call is a free to download smart app which will blink flash light on call,run get torch mode ,When your mobile mobile is in silent mode you will be intimated about a call through flashlight blink by using this flashlight on call,CAMERA
"In order for you to upload a photo or video, we request access to a photo gallery, camera and / or microphone on your tablet or phone.",you can use your device camera to take a photo of a receipt or use existing photo in your gallery to upload and file a claim,click open gallery start activity get gallery layout get image id click open camera set parameter set preview auto focus set click listener click take picture,Take or upload a picture of a receipt and submit for a new or existing claim,CAMERA
camera: this permission allows arc media & entertainment to use your device??s camera to take photos / videos and turn on/off camera flash,gallery select cancel go back open camera take picture,click bind open gallery get gallery layout get image list get image id click start activity run background get camera id list click open camera set parameter auto focus set click listener click take photo,Place it over photo from gallery or shot a new one,CAMERA
"you can take photos, make selfies or use photos from your gallery, apply dozens of various effects, masks and create original avatars of any kind. camera and photos information we?ll access your camera and photos only after you give us your consent our application requires to collect images and other information from your device?s camera and photos",take pictures open gallery,run background create get id start activity click open camera set click listener click take photo set click listener click open gallery get content get image list,take a photo or select from image gallery,CAMERA
app use camera permission to capture images with various settings,wellcome to ar christmas app aim your camera at christmas cards,set content view create get camera device id list set parameter get focus mode set auto focus open camera,AR Christmas app lets you experience the season of love through Augmented Reality,CAMERA
"we may require you to provide us with certain personally identifiable information, including but not limited to camera",take a picture and add custom text open camera take picture quit add text,get camera device set parameter auto focus click open camera set click listener click take photo,"You simply take a picture of an object, place, or person and apply the appropriate text ",CAMERA
"We need access to your device camera to take photo. It is the main feature of the app, all photos are stored locally.",open camera gallery set mode exit,create start run background get camera device set parameter auto focus click open camera,Collage Art brings you a variety of awesome features to help you create beautiful works of art from your photos,CAMERA
"camera is used to scan QR code and barcode, this is main feature of the app.",start scanning put qr code in the square region exit,set content view start activity get camera device click open camera set parameter,QR code scanner and passcode features to easily connect with new communities and events,CAMERA
"in order to let our app work in full functionality, users need to grant camera permission.",start video call quit ,start session get camera set parameter click open camera set click listener click video call start,"You can make a video call for free with the most used face call apps such as Whatsapp, Messenger, Skype, Bigo Live, Imo, Kik, Tango, Viber, etc ",CAMERA
"request permission: camera, storage, .etc",open camera flip take photo exit,get camera device set parameter auto focus set click listener click open camera set click listener click take photo,also allows you to snap a photo to add to your service request,CAMERA
make sure to grant camera permission before using our app. This app requires camera permission.,camera take photo save to album gallery exit,set content view get camera number get camera id click open camera set parameter set preview set click listener click take picture,"You simply snap a picture, enter a few details and you're done",CAMERA
camera is only used for scanning QR code,scan qr code scanning exit,activity result get camera device set parameter auto focus,QR code verification tool for Folio,CAMERA
"camera is used to scan QR code and barcode, this is main feature of the app.",scan qr code scanning exit,start activity set preview set parameter get camera open camera,Deploy services on new computers by simply scanning a QR code with this app on the local computer,CAMERA
"We need access to your device camera to take photo. It is the main feature of the app, all photos are stored locally.",gallery take picture,set content view get camera id set parameter auto focus mode auto focus set click listener click take picture set click listener click open gallery get content,Take a beautiful selfie of you or Choose a photo of anyone else you want from gallery,CAMERA
